filename,content,type
speaker00028_M_s1_stn00081.lab,党校的发展也要靠改革,Sentence
speaker00028_M_s3_stn00018.lab,勇于探索和创新,Sentence
speaker00028_M_s1_stn00011.lab,o（哦）,Monophthong
speaker00028_M_s3_stn00148.lab,以及小造纸厂小炼铁厂小建材厂等,Sentence
speaker00028_M_s2_stn00152.lab,随时听取群众的呼声,Sentence
speaker00028_M_s2_stn00100.lab,却只剩下一座两层小楼及楼前的一小块空地,Sentence
speaker00028_M_s2_stn00015.lab,而以基础研究为重点,Sentence
speaker00028_M_s1_stn00116.lab,铁铜金等储量也极为丰富,Sentence
speaker00028_M_s1_stn00113.lab,难以满足社会各界的需求,Sentence
speaker00028_M_s2_stn00060.lab,他们从来不给,Sentence
speaker00028_M_s1_stn00084.lab,临潼华清池温泉驰名中外,Sentence
speaker00028_M_s3_stn00032.lab,而蒙上一层勃勃生机,Sentence
speaker00028_M_s3_stn00118.lab,让聋哑儿童听声说话,Sentence
speaker00028_M_s1_stn00004.lab,a（啊）,Monophthong
speaker00028_M_s2_stn00102.lab,无愧于共产党员称号,Sentence
speaker00028_M_s2_stn00071.lab,大家今天听到的是二四零零年前的声音,Sentence
speaker00028_M_s3_stn00121.lab,用美声来演唱中国声乐作品,Sentence
speaker00028_M_s2_stn00038.lab,不思悔改屡教屡犯的,Sentence
speaker00028_M_s2_stn00145.lab,一八五八年六月,Sentence
speaker00028_M_s3_stn00131.lab,说你刚才在这儿,Sentence
speaker00028_M_s3_stn00096.lab,他们站在历史与未来之间,Sentence
speaker00028_M_s3_stn00016.lab,老村长鲍恩科说,Sentence
speaker00028_M_s1_stn00099.lab,乡镇企业技术落后,Sentence
speaker00028_M_s2_stn00030.lab,广岛死于原子弹的人数已超过二十万人,Sentence
speaker00028_M_s3_stn00130.lab,在一个苇席窝棚里,Sentence
speaker00028_M_s1_stn00097.lab,第一是看国家的政局是否稳定,Sentence
speaker00028_M_s2_stn00010.lab,经还原后再投射到银幕上,Sentence
speaker00028_M_s1_stn00140.lab,抢救群众二万三千九百一十六人,Sentence
speaker00028_M_s3_stn00077.lab,聂司令迎难而上,Sentence
speaker00028_M_s3_stn00027.lab,鲁尔新闻报的评论指出,Sentence
speaker00028_M_s1_stn00038.lab,肯（ken）,Monosyllables
speaker00028_M_s2_stn00142.lab,经历了反反复复,Sentence
speaker00028_M_s3_stn00004.lab,他也颇为感慨,Sentence
speaker00028_M_s1_stn00033.lab,困（kun）,Monosyllables
speaker00028_M_s1_stn00115.lab,一些关键岗位上很需要的人才,Sentence
speaker00028_M_s2_stn00089.lab,瑞典名将佩尔森说,Sentence
speaker00028_M_s1_stn00082.lab,包括基础设施,Sentence
speaker00028_M_s1_stn00120.lab,生物圈二号也曾接受过来自外界的输氧,Sentence
speaker00028_M_s1_stn00067.lab,传统与现代性问题,Sentence
speaker00028_M_s1_stn00056.lab,口（kou）,Monosyllables
speaker00028_M_s1_stn00057.lab,库（ku）,Monosyllables
speaker00028_M_s1_stn00065.lab,啦（la）,Monosyllables
speaker00028_M_s2_stn00069.lab,也注意到阿拉伯国家的反应,Sentence
speaker00028_M_s1_stn00117.lab,介绍此次会议的背景以及筹备工作进展情况,Sentence
speaker00028_M_s2_stn00032.lab,海底还有一千零五十亿吨石油,Sentence
speaker00028_M_s2_stn00059.lab,它早已成为困扰美国经济的一大痼疾,Sentence
speaker00028_M_s1_stn00094.lab,声音洪亮地说,Sentence
speaker00028_M_s1_stn00121.lab,参赛人数逾千,Sentence
speaker00028_M_s3_stn00150.lab,西藏人口仅增加十一万,Sentence
speaker00028_M_s2_stn00075.lab,瓦尔德内尔昨晚以二比零战胜德国选手伯姆,Sentence
speaker00028_M_s3_stn00048.lab,包括原苏联和中国,Sentence
speaker00028_M_s3_stn00107.lab,集中我党建设的历史与现实经验,Sentence
speaker00028_M_s2_stn00148.lab,释放昂纳克也是严重失误,Sentence
speaker00050_M_s2_stn00035.lab,坚持演完了二个小品和三个舞蹈,Sentence
speaker00050_M_s3_stn00090.lab,我儿子今年八岁,Sentence
speaker00050_M_s3_stn00118.lab,这起绑架事件与也门的部族冲突有关,Sentence
speaker00050_M_s2_stn00009.lab,食肉鳄吃了食物后,Sentence
speaker00050_M_s2_stn00071.lab,我的好心的同行热情地帮忙寻找,Sentence
speaker00050_M_s2_stn00079.lab,继续南巡去了,Sentence
speaker00050_M_s3_stn00151.lab,如果各方面经济关系绷得很紧,Sentence
speaker00050_M_s3_stn00016.lab,经叔平雄风犹存,Sentence
speaker00050_M_s1_stn00051.lab,刷（shua）,Monosyllables
speaker00050_M_s3_stn00027.lab,树立起社会主义和市场经济可以兼容的新观念,Sentence
speaker00050_M_s1_stn00097.lab,外贸顺差达一百四十亿美元,Sentence
speaker00050_M_s3_stn00110.lab,愿我能得到娜娜约谢利阿妮的祝贺,Sentence
speaker00050_M_s3_stn00121.lab,我是舞台的主角,Sentence
speaker00050_M_s1_stn00004.lab,a（啊）,Monophthong
speaker00050_M_s3_stn00133.lab,依法从宽处理,Sentence
speaker00050_M_s1_stn00034.lab,手（shou）,Monosyllables
speaker00050_M_s3_stn00154.lab,（做吞咽动作）,Swallowing
speaker00050_M_s1_stn00076.lab,培养更多的四有新人,Sentence
speaker00050_M_s3_stn00053.lab,我们不熟悉的东西正在强迫我们去做,Sentence
speaker00050_M_s1_stn00084.lab,他希望今后两年内双边贸易额能够成倍增长,Sentence
speaker00050_M_s1_stn00136.lab,你硬朗而不乏矫健的身影平凡而醒目,Sentence
speaker00050_M_s3_stn00033.lab,四十一岁的工程师杨全生临危受命,Sentence
speaker00050_M_s2_stn00109.lab,可是她的作品并没有去为怪而怪,Sentence
speaker00050_M_s3_stn00067.lab,波兰治安状况恶化去年波兰社会治安状况恶化,Sentence
speaker00050_M_s1_stn00124.lab,室外未见自行车停放,Sentence
speaker00050_M_s1_stn00008.lab,u（乌）,Monophthong
speaker00050_M_s1_stn00143.lab,（做吞咽动作）,Swallowing
speaker00050_M_s2_stn00050.lab,终于未能进高校大门,Sentence
speaker00050_M_s2_stn00141.lab,再冷凝后便可循环使用,Sentence
speaker00050_M_s1_stn00130.lab,重施底肥和前期追肥,Sentence
speaker00050_M_s1_stn00048.lab,势（shi）,Monosyllables
speaker00050_M_s2_stn00022.lab,使作恶者逍遥法外,Sentence
speaker00050_M_s2_stn00085.lab,现代企业按照投资者的构成,Sentence
speaker00050_M_s3_stn00046.lab,毛主席在县委大院和机关干部们见面,Sentence
speaker00050_M_s2_stn00093.lab,南中国海波起浪涌,Sentence
speaker00050_M_s2_stn00040.lab,东南距水东港四十公里,Sentence
speaker00050_M_s1_stn00077.lab,外商投资企业用地五点一万亩,Sentence
speaker00050_M_s2_stn00031.lab,中国人凭科技实力与外国人竞争,Sentence
speaker00050_M_s3_stn00156.lab,（做吞咽动作）,Swallowing
speaker00050_M_s1_stn00099.lab,主要有以下几点,Sentence
speaker00050_M_s2_stn00081.lab,陕西各界踊跃订阅人民日报十一月十五日,Sentence
speaker00050_M_s2_stn00064.lab,骒马也能上阵,Sentence
speaker00050_M_s2_stn00007.lab,经过清洗分拣保鲜和装箱等工序后外运,Sentence
speaker00050_M_s2_stn00054.lab,沈湘正给学生讲托斯卡歌剧选段,Sentence
speaker00050_M_s3_stn00003.lab,（做吞咽动作）,Swallowing
speaker00050_M_s2_stn00137.lab,是为了求解放,Sentence
speaker00050_M_s2_stn00004.lab,我们的外孙孙子相继出世,Sentence
speaker00050_M_s3_stn00037.lab,但不能因为追求国产化而忽视质量,Sentence
speaker00050_M_s1_stn00093.lab,镇工商所副所长李建平高兴地告诉记者,Sentence
speaker00050_M_s3_stn00136.lab,像我这个年龄的,Sentence
speaker00050_M_s2_stn00086.lab,有机会我问问他,Sentence
speaker00050_M_s1_stn00038.lab,僧（seng）,Monosyllables
speaker00050_M_s1_stn00098.lab,一次偶然的机会,Sentence
speaker00050_M_s2_stn00142.lab,并且达到一定数额才给予刑事处罚,Sentence
speaker00050_M_s1_stn00102.lab,坚持谁主管谁负责的原则,Sentence
speaker00050_M_s2_stn00145.lab,外面响起笃笃的敲门声,Sentence
speaker00050_M_s2_stn00114.lab,从而导致欧洲牛市蜜月的结束,Sentence
speaker00050_M_s1_stn00019.lab,i（衣）,Monophthong
speaker00050_M_s3_stn00012.lab,案件继续下降,Sentence
speaker00050_M_s3_stn00049.lab,阿拉法特和苏哈才将他们结婚的消息公诸于世,Sentence
speaker00050_M_s2_stn00090.lab,已晋升为镇委委员的阿材,Sentence
speaker00050_M_s3_stn00035.lab,也有红灿灿的月季花,Sentence
speaker00050_M_s2_stn00001.lab,（做吞咽动作）,Swallowing
speaker00050_M_s3_stn00119.lab,也发生在以色列军队之间,Sentence
speaker00050_M_s2_stn00088.lab,深圳实验学校语文科的教师十分重视文道统一,Sentence
speaker00050_M_s1_stn00080.lab,一句话提醒了我,Sentence
speaker00050_M_s3_stn00008.lab,它不是单纯的砍木头,Sentence
speaker00050_M_s3_stn00122.lab,从而违背了联合国宪章规定的维和准则,Sentence
speaker00050_M_s2_stn00123.lab,有的歌星影星们也因之发烧晕头转向,Sentence
speaker00050_M_s1_stn00139.lab,黑桃梅花代表黑夜,Sentence
speaker00050_M_s3_stn00093.lab,科尔总理在北京受到了铺红地毯的接待,Sentence
speaker00050_M_s2_stn00014.lab,直想得我心里发酸发热,Sentence
speaker00050_M_s3_stn00126.lab,全党都动员起来了,Sentence
speaker00050_M_s1_stn00012.lab,e（鹅）,Monophthong
speaker00050_M_s2_stn00122.lab,也讴歌了内地的成就,Sentence
speaker00050_M_s3_stn00124.lab,麻竹坪水库管理处一艘柴油机动船,Sentence
speaker00050_M_s3_stn00134.lab,才发觉原来已攀上了弯弯的山径,Sentence
speaker00050_M_s1_stn00060.lab,谁（shei）,Monosyllables
speaker00050_M_s3_stn00069.lab,他对音乐事业十分投入,Sentence
speaker00050_M_s2_stn00051.lab,诗作语言凝炼,Sentence
speaker00050_M_s1_stn00082.lab,改革是社会主义制度的自我完善,Sentence
speaker00050_M_s3_stn00123.lab,因为黎巴嫩目前仍然同以色列处于敌对状态,Sentence
speaker00050_M_s1_stn00128.lab,墨驻美大使席尔瓦指出,Sentence
speaker00050_M_s1_stn00108.lab,陶瓷王国万马奔腾,Sentence
speaker00050_M_s2_stn00017.lab,夕阳下那绿云白塔镶着金边,Sentence
speaker00050_M_s2_stn00140.lab,一大堆一大堆的拖网挨次放在码头上,Sentence
speaker00050_M_s2_stn00149.lab,请客的人便感到丢面子,Sentence
speaker00050_M_s1_stn00071.lab,全县棉农踊跃交售新棉,Sentence
speaker00050_M_s1_stn00113.lab,语言无法交流,Sentence
speaker00050_M_s3_stn00108.lab,安全与生产紧密配合,Sentence
speaker00050_M_s3_stn00073.lab,心中时刻扬起的一片爱心,Sentence
speaker00050_M_s3_stn00056.lab,三百来户人家拥有十七座楼房和四百多间瓦房,Sentence
speaker00050_M_s1_stn00029.lab,舌（she）,Monosyllables
speaker00050_M_s2_stn00118.lab,而无限膨胀的占有欲望会把人变得很糟,Sentence
speaker00050_M_s2_stn00012.lab,谢军得胜似乎该引出培养后继人才的问题,Sentence
speaker00050_M_s3_stn00085.lab,实际指的是企业法人财产,Sentence
speaker00050_M_s1_stn00056.lab,山（shan）,Monosyllables
speaker00050_M_s3_stn00025.lab,桃子等果品年产一点五万公斤,Sentence
speaker00050_M_s1_stn00142.lab,（做吞咽动作）,Swallowing
speaker00050_M_s2_stn00045.lab,多占房的人不会因房租负担增加而退房,Sentence
speaker00050_M_s1_stn00070.lab,此轮会谈从一开始就出现了积极的气氛,Sentence
speaker00050_M_s3_stn00081.lab,为找到寄款人,Sentence
speaker00050_M_s3_stn00013.lab,毛主席还要找你谈话,Sentence
speaker00050_M_s3_stn00140.lab,今天隆重集会和举行庆典活动,Sentence
speaker00050_M_s1_stn00011.lab,o（哦）,Monophthong
speaker00050_M_s3_stn00017.lab,绝不能照搬西方议会制那一套,Sentence
speaker00050_M_s2_stn00150.lab,人民生活在半年糠菜半年粮的惶恐生活之中,Sentence
speaker00050_M_s2_stn00075.lab,按吉林省的统计,Sentence
speaker00050_M_s2_stn00065.lab,吸袋烟吸袋烟,Sentence
speaker00050_M_s2_stn00117.lab,他又卖掉房产,Sentence
speaker00050_M_s2_stn00032.lab,王子埃涅阿斯几经磨难,Sentence
speaker00050_M_s3_stn00141.lab,才溪一点五万多亩的耕地没有一寸抛荒,Sentence
speaker00050_M_s1_stn00026.lab,山（shan）,Monosyllables
speaker00050_M_s3_stn00032.lab,藏有几千件东方艺术珍品,Sentence
speaker00050_M_s1_stn00101.lab,三对企事业单位的承包经营承租经营所得,Sentence
speaker00050_M_s3_stn00063.lab,农民大量涌入城市,Sentence
speaker00050_M_s3_stn00098.lab,他们更锐意创新,Sentence
speaker00050_M_s2_stn00112.lab,在演员之家我访问了基地负责人,Sentence
speaker00050_M_s3_stn00059.lab,销往日本香港东南亚,Sentence
speaker00050_M_s3_stn00116.lab,促成双方当事人达成协议,Sentence
speaker00050_M_s2_stn00136.lab,三语言运用也有新面貌,Sentence
speaker00050_M_s2_stn00129.lab,四川省地方病防治研究所的邓佳云,Sentence
speaker00050_M_s1_stn00044.lab,舌（she）,Monosyllables
speaker00050_M_s1_stn00068.lab,构成了一个完整的体系,Sentence
speaker00050_M_s2_stn00016.lab,佤族人说木鼓是随同人类产生,Sentence
speaker00050_M_s2_stn00096.lab,按时运往前线,Sentence
speaker00050_M_s3_stn00145.lab,回去后我要把它送给我的孙女儿,Sentence
speaker00050_M_s2_stn00102.lab,她以朴素的母爱教育儿子爱军习武,Sentence
speaker00050_M_s1_stn00002.lab,（做吞咽动作）,Swallowing
speaker00050_M_s2_stn00077.lab,企业自愿要求调整是完全做得到的,Sentence
speaker00050_M_s1_stn00129.lab,开发那一头和市场销售那一头大,Sentence
speaker00050_M_s1_stn00024.lab,啥（sha）,Monosyllables
speaker00050_M_s1_stn00003.lab,（做吞咽动作）,Swallowing
speaker00050_M_s2_stn00046.lab,加强环保科研,Sentence
speaker00050_M_s3_stn00138.lab,铁路今年将积极推进运价改革,Sentence
speaker00050_M_s3_stn00015.lab,运动员若不按新规则比赛,Sentence
speaker00050_M_s3_stn00052.lab,是民建青岛市委为参政议政而创造的一种形式,Sentence
speaker00050_M_s2_stn00084.lab,有色金属地质队伍一直对海洋漠然置之吗,Sentence
speaker00050_M_s2_stn00067.lab,本地销价只有二元一瓶,Sentence
speaker00050_M_s2_stn00099.lab,仿佛是古人用过的青铜宝镜,Sentence
speaker00050_M_s1_stn00138.lab,实际情况超出预料,Sentence
speaker00050_M_s1_stn00063.lab,势（shi）,Monosyllables
speaker00050_M_s1_stn00115.lab,索要财物或荤吃素摆,Sentence
speaker00050_M_s2_stn00072.lab,再从中间走回去,Sentence
speaker00050_M_s1_stn00103.lab,国务委员司马义艾买提出席了会议,Sentence
speaker00050_M_s2_stn00020.lab,主人这样安排,Sentence
speaker00050_M_s2_stn00110.lab,春节前买面粉和肉慰问贫困农户,Sentence
speaker00050_M_s2_stn00100.lab,他用力拉开车门,Sentence
speaker00050_M_s2_stn00091.lab,垂直的崖壁上,Sentence
speaker00050_M_s3_stn00146.lab,该判刑的一定要起诉到法院判刑,Sentence
speaker00050_M_s2_stn00059.lab,与上访群众在融洽平和的气氛中交谈,Sentence
speaker00050_M_s2_stn00074.lab,新建了一个缫丝厂,Sentence
speaker00050_M_s3_stn00042.lab,就可以对统摄资料起到提纲挈领的作用,Sentence
speaker00050_M_s1_stn00081.lab,第八十一条权利质押除适用本节规定外,Sentence
speaker00050_M_s3_stn00034.lab,会被看作异端,Sentence
speaker00050_M_s3_stn00144.lab,发展环保产业,Sentence
speaker00050_M_s3_stn00055.lab,福州军区炮兵政委,Sentence
speaker00050_M_s1_stn00035.lab,书（shu）,Monosyllables
speaker00050_M_s1_stn00117.lab,统率一个方面军的时候,Sentence
speaker00050_M_s1_stn00111.lab,促使团员们更加敬业,Sentence
speaker00050_M_s3_stn00143.lab,但是目前的政府部门和目前的企业,Sentence
speaker00050_M_s2_stn00030.lab,中国日报社杨美荣小额贷款应简化手续现在,Sentence
speaker00050_M_s1_stn00131.lab,叶少云的妻子赵长琼猛听得家中壮劳力致残了,Sentence
speaker00050_M_s1_stn00089.lab,他访问了世界上十几个国家和地区,Sentence
speaker00050_M_s1_stn00125.lab,只有倾听实践的呼声才能解放,Sentence
speaker00050_M_s3_stn00011.lab,引人注目的还有,Sentence
speaker00050_M_s3_stn00065.lab,有的原来是厂级领导,Sentence
speaker00050_M_s3_stn00142.lab,决定采取断然措施,Sentence
speaker00050_M_s3_stn00086.lab,相当于欧洲一家大汽车公司一年的产量,Sentence
speaker00050_M_s2_stn00042.lab,销烟池内顿时滚沸如汤,Sentence
speaker00050_M_s1_stn00066.lab,刷（shua）,Monosyllables
speaker00050_M_s2_stn00034.lab,抓商业网点建设,Sentence
speaker00050_M_s2_stn00103.lab,他那样的笑傲艰苦,Sentence
speaker00050_M_s3_stn00030.lab,村里只有一个名额,Sentence
speaker00050_M_s1_stn00074.lab,使我国在复杂多变的国际形势中赢得主动,Sentence
speaker00050_M_s1_stn00091.lab,其中五项获国家专利,Sentence
speaker00050_M_s3_stn00128.lab,曾在英美等国任客座教授,Sentence
speaker00050_M_s1_stn00059.lab,舌（she）,Monosyllables
speaker00050_M_s3_stn00120.lab,至一九九二年底,Sentence
speaker00050_M_s1_stn00017.lab,o（哦）,Monophthong
speaker00050_M_s1_stn00107.lab,不然皇军就要搜山了,Sentence
speaker00050_M_s1_stn00050.lab,书（shu）,Monosyllables
speaker00050_M_s1_stn00106.lab,它也许不如菊花那么高洁,Sentence
speaker00050_M_s2_stn00053.lab,虽然今世多称宋李二人,Sentence
speaker00050_M_s3_stn00132.lab,小平同志关于党的建设思想,Sentence
speaker00050_M_s3_stn00064.lab,她再次败在叶钊颖手下,Sentence
speaker00050_M_s1_stn00069.lab,而这次在亚洲准噶尔盆地南缘发现恐龙化石,Sentence
speaker00050_M_s2_stn00078.lab,温州市委副秘书长宋文光翁锦武介绍说,Sentence
speaker00050_M_s3_stn00051.lab,国务院批准兴建横南铁路进出福建的第二通道,Sentence
speaker00050_M_s1_stn00039.lab,啥（sha）,Monosyllables
speaker00050_M_s2_stn00011.lab,中间只能过一侧车轮,Sentence
speaker00050_M_s2_stn00157.lab,,Sentence
speaker00050_M_s3_stn00117.lab,他说我从西南边陲来到祖国首都的中心,Sentence
speaker00050_M_s3_stn00076.lab,他自己也亲自参加调查,Sentence
